instance_id,artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,music_genre
60399,Minthaze,Stüssy,47,0.00111,0.7829999999999999,135003,0.276,0.942,0.122,-11.25,0.0919,145.998,0.722,7
53942,Giacomo Puccini,"Tosca / Act 2: ""Vissi d'arte, vissi d'amore""",29,0.974,0.308,273733,0.131,7.219999999999999e-05,0.634,-16.762,0.0491,113.405,0.036,3
53445,Rejjie Snow,ACID TRIP,46,0.0359,0.72,188293,0.562,0,0.126,-7.642,0.0367,98.943,0.3929999999999999,0
90999,New Order,Fine Time - 2011 Total Version,29,0.000945,0.657,190800,0.995,0.794,0.3229999999999999,-7.258,0.0529,124.897,0.794,5
83131,guccihighwaters,oh fuck im drunk,63,0.846,0.71,161897,0.3939999999999999,2.35e-06,0.11,-9.959,0.0367,120.145,0.198,8
24895,Dexter Wansel,Theme from the Planets,34,0.00674,0.563,292000,0.623,0.442,0.0597,-6.966,0.0418,80.042,0.635,7
21339,Trey Songz,All We Do,56,0.315,0.6729999999999999,267840,0.492,0,0.131,-8.777,0.0543,116.913,0.336,8
74785,Nickelback,Don't Ever Let It End,45,0.00109,0.45,229453,0.951,1.12e-05,0.185,-4.288,0.0399,168.15599999999998,0.784,0
46839,ASIAN KUNG-FU GENERATION,Waltz in Codebook,24,0.00176,0.589,265787,0.943,0.251,0.0607,-5.18,0.0348,100.396,0.618,1
59191,Twenty One Pilots,Nico And The Niners,77,0.0699,0.728,225040,0.602,7.01e-06,0.318,-7.748,0.185,140.08100000000002,0.3279999999999999,9
70562,Miguel,How Many Drinks?,61,0.00311,0.379,272987,0.608,0.000614,0.248,-7.011,0.134,81.822,0.241,8
64892,Townes Van Zandt,All I Need,50,0.7140000000000001,0.368,170347,0.36,0.00445,0.273,-8.724,0.0301,148.577,0.41,4
27677,Nahko and Medicine for the People,Love Letters to God,50,0.515,0.652,331547,0.61,4.01e-05,0.11,-5.894,0.0317,90.009,0.315,9
22673,empty_field,Before I Do,52,0.939,0.537,198800,0.266,0.000188,0.12,-11.792,0.0327,129.785,0.243,7
69227,Laura Bell Bundy,So Much Better,55,0.564,0.5870000000000001,209227,0.59,0,0.115,-10.221,0.6890000000000001,78.70100000000001,0.426,4
43646,Young Thug,Never Had It (feat. Young Dolph),51,0.0775,0.78,254520,0.606,0,0.0737,-6.16,0.14,105.989,0.205,6
65618,Charlie Farley,Southern Summertime (feat. Daniel Lee),44,0.0795,0.6659999999999999,221493,0.735,0,0.0996,-6.086,0.0439,100.161,0.562,4
32849,Jeremih,Planez,73,0.674,0.65,240320,0.557,0,0.11,-7.762,0.312,129.285,0.4,6
27323,Snarky Puppy,Kite,40,0.778,0.59,372093,0.493,0.8140000000000001,0.703,-11.444,0.0433,125.963,0.108,7
62636,empty_field,Good Rockin' Daddy - Single Version,40,0.86,0.74,145120,0.397,0,0.37,-6.726,0.0407,113.835,0.647,7
83005,infinite bisous,Teen Sex,57,0.575,0.706,237999,0.262,0.235,0.148,-11.891,0.0269,77.601,0.2689999999999999,9
34647,The Blue Stones,Little Brother,35,0.00891,0.415,171333,0.85,0.000695,0.12,-4.744,0.0919,177.726,0.264,2
53880,Agustín Barrios Mangoré,"Prelude in G minor, Op. 5 No. 1",0,0.991,0.1969999999999999,328360,0.0463,0.892,0.0967,-32.46,0.0472,147.192,0.221,3
39069,Nobuo Uematsu,Prologue,36,0.7559999999999999,0.423,70507,0.389,0.943,0.293,-9.719,0.0376,125.234,0.188,1
70004,empty_field,Absolutely,53,0.000875,0.596,226000,0.888,0,0.0861,-3.585,0.0378,102.016,0.727,9
90245,Lil Baby,My Jeans (Lil Baby & Gunna feat. Young Thug),61,0.118,0.624,196448,0.72,0,0.54,-5.894,0.139,100.613,0.354,6
23246,John Philip Sousa,"March of the Pan Americans: No. 20, Uruguay",0,0.968,0.476,231747,0.1009999999999999,0.96,0.1119999999999999,-19.426,0.039,105.106,0.517,3
20028,Animals As Leaders,Cafo,51,1.7e-05,0.3989999999999999,401120,0.94,0.815,0.348,-6.686,0.0915,154.999,0.132,7
66158,Yppah,Owl Beach II,41,0.000212,0.555,336400,0.802,0.8740000000000001,0.2319999999999999,-6.296,0.0274,123.992,0.5429999999999999,5
60614,Tim McGraw,The Cowboy In Me,47,0.076,0.488,244507,0.569,1.06e-06,0.0796,-7.323,0.0294,71.92,0.153,4
30889,Jerry Reed,"Texas Bound and Flyin' (from the Motion Picture ""Smokey and the Bandit II"")",44,0.0655,0.603,200160,0.927,0.0227,0.107,-10.682,0.0343,127.329,0.935,4
60713,Jake Owen,Subliminal Love,39,0.379,0.645,199573,0.608,0,0.2689999999999999,-6.038,0.0298,100.012,0.638,4
60572,Léo Delibes,"The Flower Duet (From ""Lakmé"")",37,0.963,0.24,230987,0.281,0.00116,0.0992,-12.777,0.0568,176.997,0.0906,3
23928,Chief Keef,Bouncin,52,0.314,0.713,195429,0.611,0,0.1169999999999999,-6.702,0.241,140.061,0.7929999999999999,8
37485,fripSide,eternal pain,14,0.0611,0.495,377093,0.745,0.105,0.161,-5.421,0.026,95.958,0.2689999999999999,1
57627,Bassnectar,The Mothership,53,0.0209,0.573,245143,0.826,0.00703,0.0783,-3.995,0.0458,159.939,0.2769999999999999,5
49260,Yasuharu Takanashi,Haja no Senpuu,23,0,0.424,124427,0.912,0.775,0.153,-4.929,0.0371,85.01100000000001,0.0585,1
80102,Tim McGraw,One Of Those Nights - Radio Edit,37,0.0105,0.526,223707,0.7979999999999999,0,0.0789,-4.563,0.0317,127.073,0.427,4
36706,Jack White,Blunderbuss,35,0.541,0.38,185813,0.395,0.0216,0.0852,-12.695,0.0388,152.083,0.5760000000000001,2
29320,Vick Allen,Soul Music,32,0.0888,0.657,251000,0.675,6.15e-06,0.444,-5.536,0.0283,88.021,0.883,2
22407,MacKenzie Porter,If You Ask Me To,37,0.516,0.322,186227,0.273,0,0.111,-7.924,0.026,82.427,0.156,4
74489,Van Morrison,These Are the Days,55,0.4039999999999999,0.563,319267,0.4,0.0045,0.182,-10.48,0.0248,76.68,0.395,9
26767,Omaure,Grapefruits,36,0.5820000000000001,0.513,126000,0.57,0.104,0.114,-9.967,0.123,92.624,0.696,7
27876,Hachioji P,気まぐれメルシィ,42,0.00648,0.515,203576,0.996,0.000252,0.3,-3.221,0.121,159.99200000000002,0.523,1
86070,Moby,Inside,35,0.843,0.552,288600,0.256,0.918,0.106,-17.753,0.0306,95.028,0.0399,5
22918,Andrea Bocelli,O tannenbaum,31,0.919,0.2319999999999999,256258,0.2789999999999999,0.000113,0.0892,-10.303,0.0319,79.805,0.235,3
90524,Bassnectar,Concussive (Bassnectar vs. Renholdër),47,2.33e-05,0.416,275200,0.925,0.838,0.125,-3.94,0.0763,74.99,0.0971,5
71065,Saweetie,ICY GRL (feat. Kehlani) - Bae Mix,58,0.0155,0.8759999999999999,148118,0.609,1.38e-06,0.0712,-7.234,0.223,103.214,0.6729999999999999,8
22885,THE ORAL CIGARETTES,ONE'S AGAIN,29,0.0187,0.5529999999999999,282602,0.897,0,0.262,-2.939,0.0719,110.008,0.4589999999999999,1
82216,Blur,There's No Other Way - 2012 Remastered Version,44,0.0563,0.575,204867,0.937,1.06e-05,0.178,-5.858,0.0496,112.045,0.634,5
64660,Miranda Lambert,Better In the Long Run,36,0.2789999999999999,0.561,214653,0.72,0,0.103,-3.307,0.0257,135.018,0.351,4
65948,Young Thug,With Them,59,0.00218,0.926,197747,0.517,0,0.091,-6.794,0.184,132.07,0.284,6
73866,Antonio Vivaldi,"Vivaldi: Violin Concerto in E Major, RV 269, No. 1, Spring: I. Allegro",54,0.883,0.575,187720,0.174,0.898,0.108,-14.423,0.0424,113.134,0.381,3
50712,Hollywood Undead,Another Way Out,54,0.000108,0.563,167667,0.946,0.00512,0.118,-5.72,0.0548,149.966,0.652,0
54254,empty_field,Love Letter,35,0.731,0.51,290733,0.6609999999999999,0,0.0999,-5.118,0.0387,91.932,0.44,1
32500,Coheed and Cambria,Crossing The Frame,41,0.0138,0.5720000000000001,206880,0.932,0,0.505,-5.13,0.113,161.97299999999998,0.741,0
47499,empty_field,Quimbara,35,0.626,0.509,265173,0.82,1.19e-05,0.3329999999999999,-4.087,0.173,63.068000000000005,0.953,7
75045,Giacomo Puccini,Madama Butterfly / Act 1: Tutti zitti!,31,0.936,0.324,192308,0.111,0.0148,0.635,-21.177,0.0453,63.033,0.135,3
46183,Sara Evans,Born to Fly,51,0.00931,0.612,336360,0.6629999999999999,0.0152,0.0637,-9.314,0.035,100.178,0.5579999999999999,4
79691,JJ Lawhorn,Last of a Dying Breed,35,0.0756,0.322,217987,0.847,0,0.215,-3.785,0.0557,175.46400000000003,0.395,4
62100,Calboy,VV’s,52,0.342,0.649,212246,0.669,0,0.105,-6.569,0.0762,141.911,0.16,8
75258,Shinedown,THE HUMAN RADIO,55,0.000742,0.469,249067,0.754,0.00514,0.165,-4.166,0.0502,171.952,0.573,9
88094,Wolfgang Amadeus Mozart,"Mozart: Violin Sonata No. 21 in E Minor, K. 304: II. Tempo di Menuetto",29,0.988,0.349,371613,0.0855,0.0152,0.118,-21.373,0.0405,107.358,0.0973,3
46630,Robin Trower,Day of the Eagle - 2007 Remaster,40,0.00555,0.3929999999999999,302587,0.773,0.0459,0.317,-7.922,0.036,131.749,0.561,2
41223,Avishai Cohen,Remembering,34,0.8959999999999999,0.373,314013,0.424,0.902,0.135,-17.878,0.0479,88.395,0.0972,7
33784,Dounia,SAW IT FIRST,45,0.0189,0.665,180614,0.872,0.0191,0.1119999999999999,-5.606,0.0598,106.008,0.309,0
58481,Martha Argerich,"Piano Concerto No. 18 in B-Flat Major, K. 456: II. Andante un poco sostenuto",29,0.98,0.27,598573,0.0681,0.7929999999999999,0.13,-23.625,0.038,84.928,0.13,3
57311,Kasabian,Days Are Forgotten,30,0.00127,0.5870000000000001,302613,0.958,0.000402,0.142,-5.525,0.0885,105.008,0.292,5
52505,[ALEXANDROS],spit!,33,0.00019,0.5760000000000001,138573,0.882,0.77,0.0935,-4.305,0.118,149.964,0.8,1
21839,!!!,One Girl / One Boy,53,0.00255,0.7020000000000001,243627,0.851,5.94e-05,0.322,-5.747,0.0407,117.004,0.87,5
52297,empty_field,Automatic,55,0.053,0.772,271120,0.667,2.87e-06,0.0416,-6.429,0.0401,135.031,0.867,9
43795,Kendrick Lamar,Momma,59,0.254,0.615,283120,0.743,0,0.665,-4.58,0.325,111.914,0.515,8
77621,Jonny Greenwood,Sandalwood II,36,0.8370000000000001,0.107,222840,0.136,0.8740000000000001,0.203,-15.002,0.0339,82.053,0.039,3
34447,Royal Blood,"Hook, Line & Sinker",59,0.000614,0.51,207760,0.8959999999999999,1.5e-05,0.252,-5.217,0.0363,88.03399999999999,0.492,9
83253,Erik Satie,Trois gymnopédies: No. 1,27,0.995,0.5589999999999999,366000,0.00135,0.947,0.0811,-42.012,0.287,66.935,0.494,3
29046,Capcom Sound Team,GET A WEAPON / BOSS ATTACK RESULT,12,0.000606,0.506,39480,0.784,0.8009999999999999,0.327,-8.722,0.0456,149.662,0.944,1
81582,Korn,Clown,47,0.00999,0.4579999999999999,276573,0.787,8.73e-05,0.065,-6.909,0.17,80.48,0.303,0
58466,Seven Lions,Freesol (Dabin Remix),42,0.0166,0.371,242118,0.667,0,0.364,-5.328,0.0596,170.013,0.2339999999999999,5
88118,Dillon Francis,Messages,30,0.00263,0.633,264407,0.902,0.00763,0.12,-4.054,0.2319999999999999,117.975,0.326,5
82045,Ray Price,For the Good Times,47,0.76,0.352,227787,0.204,0.000426,0.327,-15.414,0.0311,83.34200000000001,0.524,4
39903,Gustav Mahler,Symphony No. 3 in D Minor / Pt. 1: 1. Kräftig. Entscheiden,12,0.925,0.263,1935787,0.144,0.6920000000000001,0.0685,-17.352,0.0396,128.172,0.0642,3
33005,Flughand,Azymuth,35,0.851,0.7509999999999999,115282,0.151,0.487,0.121,-11.07,0.32,83.965,0.3929999999999999,7
24675,Glass Animals,Agnes,61,0.0162,0.55,271673,0.518,0.0286,0.114,-8.949,0.0246,165.033,0.233,9
52146,Dave Brubeck,I'm in a Dancing Mood,42,0.599,0.46,179333,0.435,0.161,0.0878,-12.681,0.0315,139.684,0.58,7
35776,August Alsina,Kissin' On My Tattoos,63,0.00648,0.5770000000000001,251893,0.625,0,0.364,-8.346,0.0423,120.133,0.184,6
69209,Dion & The Belmonts,Where Or When,32,0.7959999999999999,0.444,157800,0.267,0,0.127,-11.644,0.0282,110.661,0.455,2
45807,Sweet,Love Is Like Oxygen - Alternate Version,35,0.372,0.482,379853,0.628,0.000249,0.307,-8.358,0.069,126.53,0.313,2
27739,Rush,Fly By Night,56,0.0872,0.501,202200,0.7020000000000001,0.000994,0.0671,-8.543,0.0671,139.096,0.58,9
34372,Project Destati,Secrets of Neverland,24,0.8,0.179,169831,0.6729999999999999,0.309,0.0603,-6.522,0.0384,90.458,0.242,1
59354,Jethro Tull,A Song For Jeffrey - Original Mono Mix,55,0.0782,0.525,204640,0.524,0.341,0.094,-14.478,0.0961,93.431,0.858,9
39519,Devvon Terrell,She A Dub,54,0.0403,0.618,181463,0.913,0,0.176,-3.019,0.0338,164.028,0.437,6
28856,Party Favor,Meow (Original Mix),31,0.00861,0.787,175212,0.831,0.605,0.0788,-3.368,0.0649,100.041,0.346,5
22227,empty_field,Oto No Naru Houe - Goose house Live House Tour 2017 Tokyo,24,0.72,0.5379999999999999,326973,0.902,0,0.6859999999999999,-3.834,0.157,142.172,0.716,1
53382,Cafe Jazz Deluxe,Elegant Synonym Music,38,0.964,0.693,84155,0.0864,0.82,0.104,-23.3,0.0445,77.11399999999999,0.4589999999999999,7
89507,Sonny Boy Williamson II,Got The Bottle Up And Gone,29,0.944,0.617,153855,0.294,0.000388,0.0731,-9.907,0.212,171.76,0.856,2
42271,Jamiroquai,Superfresh,50,0.0336,0.7490000000000001,228027,0.797,0.00279,0.2,-8.143,0.0373,128.005,0.7020000000000001,7
45865,empty_field,Unglued,45,0.00031,0.424,154027,0.986,0.0158,0.126,-5.974,0.0632,146.429,0.347,0
81427,Avatar,The Eagle has Landed,45,0.000745,0.455,301677,0.942,0.00152,0.304,-6.513,0.0673,170.22,0.319,0
84168,GReeeeN,恋文~ラブレター~,24,0.301,0.516,250907,0.597,0,0.218,-4.179,0.0335,167.888,0.429,1
65096,Michelle Branch,Everywhere,66,0.0136,0.523,214827,0.828,0.000255,0.165,-4.696,0.0762,96.952,0.476,9
52352,Lil Xan,Shine Hard (feat. Rae Sremmurd),54,0.0336,0.721,237947,0.85,0,0.168,-2.86,0.0353,130.011,0.2339999999999999,6
60284,Jonny Lang,Still Wonder,26,0.249,0.545,225440,0.444,0,0.0896,-8.989,0.0619,82.596,0.379,2
25334,Linkin Park,From the Inside,54,0.042,0.466,173933,0.965,0,0.1009999999999999,-2.597,0.0904,95.028,0.4529999999999999,0
20039,Florida Georgia Line,Can’t Say I Ain’t Country,65,0.00942,0.473,176307,0.8740000000000001,0,0.21,-2.399,0.0446,150.19799999999998,0.7390000000000001,4
72046,Crazy P,Heartbreaker,50,0.153,0.8959999999999999,326809,0.765,0.635,0.114,-7.335,0.0419,120.003,0.657,5
26335,The Flying Eyes,Lay With Me,38,0.182,0.288,347853,0.782,0.000422,0.157,-3.566,0.0345,141.564,0.318,2
84975,Ikimonogakari,Kimigairu,30,0.159,0.618,346840,0.861,0,0.11,-3.517,0.0332,103.962,0.6859999999999999,1
23392,Marcy Playground,Sex And Candy,54,0.046,0.55,172486,0.7020000000000001,1.4e-06,0.119,-5.693,0.0281,159.968,0.515,9
82679,Rage Against The Machine,Bullet In The Head,58,0.00673,0.431,306680,0.855,0.00114,0.639,-4.205,0.15,163.014,0.397,9
51470,Teyana Taylor,Do Not Disturb,49,0.119,0.597,252667,0.564,0,0.2289999999999999,-6.968,0.23,135.92,0.233,0
42225,Yasuharu Takanashi,Eclair no Kioku,20,0.949,0.16,76827,0.0658,0.471,0.114,-21.02,0.0402,68.855,0.166,1
26847,Lil Wayne,Trigger Finger,48,0.00992,0.845,272387,0.53,0,0.216,-8.427,0.196,99.978,0.413,8
44787,Vickeblanka,Smash(Right This Way),33,0.0108,0.5379999999999999,221227,0.617,2.52e-06,0.2769999999999999,-7.002,0.0248,89.98100000000001,0.37,1
34116,Saint Motel,My Type,66,0.0641,0.596,206394,0.897,5.24e-05,0.0628,-2.94,0.0462,118,0.578,9
40354,Antonio Vivaldi,"Concerto for 2 Violins in A Minor, Op. 3, No. 8, RV 522",41,0.912,0.3929999999999999,590067,0.144,0.222,0.322,-19.841,0.0449,117.474,0.145,3
31446,Thievery Corporation,The Supreme Illusion featuring Gunjan,29,0.0878,0.425,250227,0.805,0.955,0.16,-7.984,0.0537,126.581,0.384,5
74313,Ikimonogakari,Yell,35,0.5479999999999999,0.586,354733,0.586,0,0.103,-4.616,0.0276,149.84799999999998,0.336,1
42934,Hiroyuki Sawano,Shingeki Gt 20130218 Kyojin,38,0.505,0.159,151400,0.1969999999999999,0.94,0.127,-15.228,0.0312,85.869,0.125,1
52722,Carl Philipp Emanuel Bach,"Harpsichord Concerto in D Minor, H. 427: III. Allegro assai",0,0.978,0.381,426013,0.225,0.8740000000000001,0.108,-18.874,0.0377,147.24200000000002,0.43,3
85976,Future,Shorty,65,0.245,0.795,121000,0.386,0,0.0973,-10.638,0.18,131.971,0.619,6
25806,Keith John,"I Can Only Be Me - From The ""School Daze"" Soundtrack",23,0.904,0.472,197560,0.135,0,0.0665,-15.681,0.0354,116.029,0.246,3
64904,Sugar Pie DeSanto,Going Back To Where I Belong,29,0.626,0.61,148000,0.552,7.35e-06,0.307,-5.804,0.0352,104.333,0.8,2
91692,Tony Joe White,Roosevelt and Ira Lee - Night of the Mossacin,29,0.506,0.847,183573,0.356,0.0352,0.115,-15.243,0.242,126.902,0.741,2
71539,Ray Charles,Fever,36,0.36,0.647,209587,0.425,0,0.105,-10.216,0.265,131.821,0.377,7
82177,THEY.,Motley Crew,43,0.0436,0.725,208784,0.936,1.4e-05,0.7709999999999999,-5.323,0.0626,105.029,0.25,0
58933,Portishead,We Carry On,33,0.518,0.555,387787,0.906,0.619,0.212,-5.196,0.0342,126.982,0.478,5
70963,Xique-Xique,1542,48,0.46,0.775,347600,0.7040000000000001,0.5589999999999999,0.208,-12.542,0.0633,100.002,0.471,5
31521,Gorillaz,Clint Eastwood - Ed Case / Sweetie Irie Refix,44,0.0155,0.82,221187,0.711,0.000257,0.0758,-4.802,0.0483,131.908,0.905,0
88783,Boombox Cartel,NBD (Phlegmatic Dogs Remix),30,0.00105,0.7390000000000001,205161,0.919,0.0632,0.0303,-4.423,0.0604,124.022,0.495,5
53873,Pietro Mascagni,Cavalleria rusticana: Act I: Intermezzo sinfonico,48,0.862,0.0916,247507,0.104,0.897,0.255,-20.199,0.0407,86.803,0.0364,3
68004,"Crosby, Stills, Nash & Young",Our House,67,0.8959999999999999,0.593,179760,0.205,5.4600000000000006e-05,0.119,-14.601,0.0479,140.279,0.377,9
39038,Trent Tomlinson,For the Life of Me,66,0.162,0.504,221800,0.759,0,0.193,-4.27,0.0384,143.984,0.413,4
90276,Joey Bada$$,BABYLON (feat. Chronixx),55,0.555,0.505,336333,0.695,0,0.326,-4.8,0.332,173.468,0.3929999999999999,6
86615,empty_field,Hangover Tonight,48,0.0378,0.621,212547,0.805,0,0.0911,-6.543,0.0398,102.034,0.7659999999999999,4
31227,The Afters,Light Up the Sky,50,0.0319,0.4679999999999999,218840,0.774,0,0.0666,-4.716,0.0316,141.959,0.408,9
61731,Wooli,Briddim Bomb,38,0.022,0.578,211200,0.974,0.000178,0.0938,-2.999,0.515,74.97,0.106,5
23699,2Pac,Picture Me Rollin',60,0.029,0.8320000000000001,314720,0.757,0,0.4629999999999999,-4.908,0.135,95.905,0.449,8
46908,Eric B. & Rakim,Paid In Full,47,0.00263,0.884,228667,0.855,0.00104,0.0499,-8.919,0.2269999999999999,99.018,0.415,0
78742,Slipknot,Pulse of the Maggots,56,0.00301,0.218,259733,0.994,3.4e-06,0.228,-2.222,0.291,87.469,0.1119999999999999,0
35526,TLC,Creep,68,0.0193,0.8109999999999999,268533,0.4579999999999999,1.41e-06,0.0526,-9.688,0.0402,92.94,0.797,6
86893,Billy Soul Bonds,Bedroom Workout (Remix),20,0.245,0.828,292107,0.564,0,0.0681,-7.484,0.0421,97.004,0.8440000000000001,2
54033,Foreigner,Double Vision,54,0.179,0.682,224533,0.711,9.53e-05,0.126,-7.637,0.0325,129.546,0.7659999999999999,9
51034,Emancipator,Outlaw,46,0.366,0.573,218445,0.532,0.959,0.11,-10.823,0.0354,80.48899999999999,0.33,7
90556,Antônio Carlos Jobim,The Girl From Ipanema,56,0.753,0.542,200360,0.3229999999999999,0.00312,0.0889,-14.419,0.0335,133.541,0.515,3
24243,empty_field,Airbag,60,0.00792,0.306,287880,0.872,0.8,0.261,-7.313,0.05,167.946,0.648,9
71245,Stan Forebee,Sunrise On Southey Street,38,0.173,0.679,195231,0.419,0.879,0.121,-9.801,0.0474,80.027,0.747,7
60484,Jorma Kaukonen,Serpent of Dreams - Late Show - Live,0,0.836,0.3879999999999999,426304,0.297,0.89,0.961,-15.527,0.0315,94.923,0.263,2
28459,21 Savage,1.5,77,0.000244,0.885,148656,0.52,1.16e-06,0.4539999999999999,-8.353,0.359,84.022,0.306,8
29090,Superdrag,Sucked Out,37,0.0366,0.4029999999999999,166800,0.767,0,0.318,-6.743,0.0431,125.469,0.743,0
70928,Red Hot Chili Peppers,Hump de Bump,55,0.135,0.6920000000000001,213320,0.968,4.53e-06,0.062,-3.252,0.0364,111.906,0.901,0
22567,Warren G,Nobody Does It Better,47,0.462,0.741,274440,0.561,0,0.134,-8.054,0.0565,92.042,0.12,6
58092,WEAVER,Shiori feat. Izumi Nakasone (HY),19,0.652,0.523,274420,0.4379999999999999,0,0.0886,-5.791,0.0284,77.947,0.293,1
27331,Russ,Tell Me Why,63,0.0984,0.611,142013,0.449,0,0.226,-8.938,0.294,166.179,0.2239999999999999,6
61904,My Little Lover,音のない世界,36,0.022,0.3929999999999999,317160,0.67,3.4899999999999995e-05,0.0821,-6.301,0.0342,171.894,0.424,1
33819,Earl Sweatshirt,Huey,56,0.55,0.423,112067,0.59,4.22e-05,0.306,-7.37,0.156,76.035,0.387,6
52665,Galactic,Hold on to Let Go,25,0.0938,0.544,199500,0.461,1.21e-06,0.0191,-6.649,0.0801,78.49,0.502,2
44608,Steve Earle,The Galway Girl,56,0.24,0.421,185000,0.946,0.00255,0.504,-5.101,0.0767,169.71200000000002,0.848,9
22557,Chevelle,Door to Door Cannibals,45,5e-05,0.496,275600,0.825,0.759,0.0379,-4.445,0.0631,147.158,0.5820000000000001,0
86342,Orsten,Fleur Blanche,44,0.0121,0.7829999999999999,252267,0.402,0.8959999999999999,0.168,-9.56,0.119,83.00299999999999,0.613,7
40209,The Veils,Low Lays the Devil,47,0.0897,0.518,197520,0.7290000000000001,0.4629999999999999,0.1169999999999999,-5.231,0.11,99.952,0.68,0
40833,Southern Avenue,What Did I Do,38,0.3779999999999999,0.39,232600,0.722,0.000178,0.1169999999999999,-4.114,0.082,198.894,0.8759999999999999,2
64197,Pia Mia,No Good,58,0.104,0.7170000000000001,191020,0.643,0.000113,0.149,-5.222,0.0345,97.965,0.502,8
20987,Jin,Outer Science,31,0.0153,0.43,299398,0.96,0.0116,0.1119999999999999,-4.57,0.288,195.023,0.386,1
38572,Flux Pavilion,Party Starter,59,0.0206,0.55,252231,0.8240000000000001,0.708,0.1119999999999999,-4.018,0.0503,150.049,0.295,5
58176,Bart & Baker,J'ai rendez vous avec mon âme (feat. Clémentine),34,0.0263,0.752,230507,0.722,0.00396,0.0644,-7.507,0.207,119.834,0.557,7
60584,SALES,Big Sis,63,0.8759999999999999,0.825,166400,0.482,0.209,0.1009999999999999,-8.29,0.0378,99.991,0.3379999999999999,9
83489,Kraftwerk,Pocket Calculator / Dentaku - 3-D,36,0.0461,0.785,394608,0.6459999999999999,0.331,0.0992,-10.603,0.0496,135.013,0.95,5
72014,The Black Angels,Young Men Dead,47,0.000203,0.46,332253,0.74,0.0385,0.124,-5.849,0.0303,129.611,0.0808,2
34777,H△G,Anonatsubokurawa -Nostalgic Summer Days-,13,0.0174,0.435,233453,0.977,0.0116,0.312,-2.651,0.048,95.991,0.602,1
84777,Carl Philipp Emanuel Bach,I. Un poco andante,0,0.973,0.24,205600,0.0482,0.2789999999999999,0.121,-22.127,0.0425,127.544,0.143,3
25422,DJ Disse,Walk On The Wild Side,38,0.0635,0.747,423800,0.3989999999999999,0.753,0.0963,-13.618,0.0522,103.16,0.321,7
52266,empty_field,Let You Down,53,2.6600000000000003e-05,0.476,250213,0.809,0.0797,0.0886,-4.434,0.0327,83.95700000000001,0.5579999999999999,0
83542,Benny Sings,Dreamin’,49,0.522,0.856,195693,0.462,0.1639999999999999,0.0933,-9.694,0.0333,107,0.921,7
89562,The Andrews Sisters,Boogie Woogie Bugle Boy - Remastered,45,0.8440000000000001,0.618,164160,0.737,1.5399999999999998e-05,0.171,-8.147,0.257,165.104,0.882,7
39872,Yumi Arai,ベルベット・イースター,28,0.55,0.523,225973,0.43,0.00978,0.242,-10.015,0.028,118.878,0.1639999999999999,1
82579,pinocchioP,Thanks for being Lifeless,25,0.439,0.615,264333,0.856,0,0.162,-6.749,0.0894,148.105,0.0394,1
63338,J. Paul Jr And The Zydeco Nubreeds,She's So Lovely,23,0.064,0.8909999999999999,221613,0.44,0,0.0649,-9.384,0.165,149.009,0.888,2
48091,Steve Cole,Reverence,40,0.47,0.66,303693,0.564,0.894,0.174,-6.515,0.0274,93.983,0.3279999999999999,7
59449,Josh Turner,Lay Low,54,0.0887,0.626,260853,0.691,9.63e-05,0.115,-5.873,0.0283,109.005,0.396,9
33338,Liquid Stranger,Creature,39,0.000975,0.758,215969,0.7170000000000001,0.369,0.853,-3.065,0.0678,140.093,0.42,5
90771,Ty Brasel,Meant For Me,47,0.0308,0.613,208368,0.603,0,0.375,-6.985,0.132,159.127,0.387,6
31672,Brett Eldredge,Crystal Clear,41,0.0976,0.629,201707,0.779,0,0.188,-6.131,0.05,93.007,0.764,4
49739,mysticphonk,hate my life,58,0.00406,0.524,87549,0.348,2.59e-05,0.0659,-14.775,0.0356,89.99799999999999,0.0566,6
85382,Easton Corbin,Are You With Me,55,0.314,0.57,220347,0.499,0,0.11,-6.512,0.0266,147.875,0.0866,4
29768,Family Force 5,BZRK,40,0.00338,0.713,221319,0.923,0,0.419,-5.237,0.0787,115.955,0.395,0
36781,André Previn,The Flowermarket* - Instrumental,27,0.928,0.217,103933,0.261,0.7979999999999999,0.7140000000000001,-19.097,0.089,117.846,0.092,3
72155,Cosmo Pyke,Wish You Were Gone,56,0.156,0.442,261453,0.741,0,0.411,-5.338,0.182,103.425,0.342,9
64516,Leifur James,Alpine,42,0.0107,0.662,167328,0.574,0.845,0.374,-12.609,0.0398,112.936,0.143,7
22444,Hector Berlioz,"La Damnation de Faust, Op. 24, H. 111: Pt. II, Scène V - ""Ô pure émotion!""",0,0.96,0.3989999999999999,146693,0.142,5.91e-06,0.7290000000000001,-26.858,0.134,114.982,0.144,3
33372,Brian Simpson,Just What You Need (feat. Elan Trotman),30,0.275,0.667,284148,0.73,0.737,0.359,-7.921,0.0267,99.001,0.743,7
85238,Salt-N-Pepa,Push It,67,0.00684,0.926,272133,0.6,0.00187,0.0901,-12.485,0.0883,127.247,0.97,8
86371,Ken Navarro,Lady's Choice,31,0.361,0.73,251107,0.585,0.92,0.317,-10.605,0.043,88.022,0.764,7
